vote_intention,age,sex,education,income,party_id,party_id_str,party_id_imp,ideology,feeling_democrat,feeling_republican,political_knowledge_intro,political_knowledge_catch1,political_knowledge_catch_feedback,political_knowledge_senate_term,political_knowledge_least_spending,political_knowledge_house_majority,political_knowledge_senate_majority,political_interest,follow_politics_media,understand_issues
1,49,0,3,20,1,1,1,2,95,0,1,1950,-1,0,1,1,1,1,1,1
2,25,0,5,11,2,7,2,6,15,85,1,1985,-1,0,1,1,1,3,3,2
1,29,0,5,21,1,2,5,4,50,50,1,1967,-1,0,0,0,0,3,3,3
1,24,0,4,8,3,3,5,1,60,0,1,1820,-1,1,0,1,1,1,1,1
1,30,0,3,17,1,1,3,2,100,0,2,1950,-1,0,0,0,0,2,2,2
2,60,0,3,5,2,7,2,3,30,85,1,1994,-1,0,0,1,1,2,2,2
1,35,1,5,22,3,3,4,4,70,40,1,1915,-1,1,0,1,1,2,2,2
2,63,1,2,13,2,6,5,6,0,70,1,1998,-1,1,0,1,1,2,2,2
2,41,0,4,13,3,5,3,5,5,85,1,1896,2,0,1,1,0,3,3,2
1,40,0,3,4,1,1,2,4,30,30,1,1984,-1,0,0,0,1,2,2,2
1,80,1,3,4,1,1,3,3,70,15,1,1950,-1,1,1,1,1,2,2,2
2,49,1,3,1,3,5,3,6,15,70,1,1956,-1,0,0,1,1,1,1,1
2,62,0,5,19,3,5,3,6,0,30,1,1972,-1,1,0,1,1,2,2,2
1,49,1,5,22,1,2,3,3,60,40,1,1920,-1,1,1,1,1,2,2,2
2,56,1,4,17,2,7,3,6,0,60,1,1000,-1,0,0,0,0,1,2,1
1,67,1,4,17,2,6,5,4,50,40,1,2000,-1,1,0,1,1,3,3,1
1,20,1,3,22,3,3,4,3,40,40,1,1970,-1,0,0,1,1,2,3,2
1,73,0,3,1,1,1,3,3,60,30,1,1800,-1,1,1,1,1,1,1,2
2,49,1,3,10,1,1,2,1,100,0,1,1970,-1,0,0,0,0,1,1,1
2,69,1,5,21,2,7,2,6,0,85,1,1900,-1,1,1,1,1,1,2,2
1,50,0,5,15,1,2,4,2,60,30,1,1950,-1,1,0,1,1,3,3,3
1,54,0,2,5,1,1,3,3,85,60,1,1962,-1,1,1,0,0,2,2,2
1,80,0,5,19,3,3,2,3,70,15,1,1900,-1,1,0,1,1,2,2,2
1,43,0,5,20,1,2,2,2,70,30,1,1963,-1,0,0,0,1,3,3,3
1,25,0,3,4,3,3,1,4,70,30,1,1897,-1,1,0,1,1,2,1,2
1,30,0,4,19,1,2,5,3,60,20,1,1976,-1,1,0,1,1,2,2,2
2,33,0,4,22,2,6,4,6,15,60,1,1920,-1,1,0,1,1,2,2,2
1,31,1,4,17,1,2,3,3,60,0,1,1963,-1,0,0,1,1,2,2,3
2,72,1,2,17,2,7,2,6,0,100,1,2000,-1,0,0,1,1,2,2,3
2,22,1,3,10,1,1,3,2,85,0,1,1977,-1,0,0,1,1,2,2,1
1,52,1,3,18,1,1,1,2,100,0,1,1926,-1,0,1,0,1,1,1,1
2,39,1,4,15,2,7,1,6,0,85,2,2000,-1,0,0,1,0,3,2,3
2,59,0,3,17,3,5,2,4,15,85,2,1999,-1,0,0,0,1,2,2,2
1,67,1,3,10,1,1,5,4,70,15,1,1960,-1,0,0,1,1,1,1,2
2,61,1,3,18,2,7,5,7,0,60,1,1000,-1,1,1,1,1,2,2,2
2,65,1,4,18,2,6,4,6,20,70,1,1980,-1,0,0,1,1,3,3,2
1,24,0,4,11,1,2,5,2,30,0,1,1985,-1,1,1,1,1,2,3,3
1,23,0,3,4,1,2,4,2,70,15,1,1994,-1,0,0,0,0,2,2,2
2,42,1,2,17,2,6,5,4,30,60,1,1953,-1,0,0,0,0,3,4,3
1,77,0,3,20,1,1,2,4,85,0,1,1965,-1,1,0,1,1,1,1,1
1,35,0,3,1,1,1,1,2,85,0,1,1970,-1,0,0,0,0,4,3,4
1,66,0,3,10,1,1,5,2,85,15,1,1975,-1,0,0,1,1,2,1,2
2,63,0,3,17,3,5,3,5,15,70,1,1947,-1,1,0,1,1,3,3,2
1,40,1,3,5,3,4,5,4,60,20,1,1942,-1,0,0,0,0,3,3,3
2,26,1,3,8,2,7,3,6,15,85,1,1990,-1,0,0,0,0,3,2,2
1,53,0,2,20,1,1,3,4,85,0,1,1980,-1,0,0,0,0,2,2,4
2,35,0,4,13,2,6,5,4,60,60,1,1999,-1,0,1,0,0,4,3,3
1,34,0,3,7,1,2,3,3,70,0,1,1972,-1,0,0,1,1,2,2,2
1,30,0,5,22,3,5,4,4,40,60,1,1960,-1,1,0,1,1,2,2,1
1,55,1,5,16,3,3,1,2,65,2,1,1956,-1,1,1,1,1,1,1,1
1,80,1,2,15,1,1,3,4,70,0,1,1875,-1,1,0,1,1,2,2,2
2,51,0,3,13,2,7,2,6,15,85,1,1985,-1,0,0,1,1,3,3,2
1,75,0,1,4,1,1,4,2,70,30,1,1920,-1,0,0,1,0,3,3,5
1,68,0,5,11,1,1,2,2,70,0,1,1960,-1,1,1,1,1,1,1,2
2,22,1,3,21,2,7,2,6,15,80,1,1832,-1,1,0,0,1,1,1,2
2,30,0,4,1,3,5,4,5,0,85,1,1893,-1,0,1,0,0,2,3,4
2,61,1,2,5,3,4,2,4,70,70,1,1990,-1,0,0,1,0,2,2,2
1,55,0,5,16,1,1,3,1,85,0,1,1897,-1,0,0,1,1,1,1,1
1,32,0,4,20,1,2,5,3,50,50,1,1990,-1,0,1,0,1,3,3,2
2,71,1,3,10,2,7,1,7,0,100,1,1990,-1,0,0,1,1,2,2,1
2,71,1,4,14,2,7,2,7,0,85,1,1980,-1,0,1,1,1,2,3,1
1,21,0,3,22,1,1,2,1,65,0,1,1992,-1,0,1,1,1,2,2,1
2,71,1,2,15,2,7,1,7,0,100,1,1950,-1,0,0,1,0,2,2,1
2,41,1,2,1,2,6,2,4,50,85,1,1979,-1,1,1,1,1,4,4,2
1,66,0,3,1,3,4,2,4,40,40,1,1958,-1,0,1,0,1,2,2,2
1,44,1,2,1,3,3,3,1,100,0,1,1965,-1,1,0,1,0,2,2,2
2,38,0,4,5,3,4,5,4,0,0,1,1982,-1,1,0,1,0,3,3,4
1,35,0,5,17,3,4,4,4,70,30,1,1960,-1,0,1,1,1,2,2,2
1,28,1,4,15,3,3,1,1,40,0,1,1950,-1,1,0,1,1,1,1,1
2,65,1,5,22,3,5,5,6,0,70,1,2000,-1,1,1,1,1,2,2,2
1,30,1,4,15,1,1,3,2,60,0,1,1940,-1,1,1,0,1,2,2,2
1,79,0,4,17,1,1,3,3,70,15,1,1970,-1,1,1,1,1,2,1,2
1,49,1,2,16,1,2,3,4,100,50,1,1970,-1,0,1,0,1,2,3,3
2,63,0,3,1,3,5,5,4,15,60,1,1855,-1,0,0,0,1,1,2,1
1,48,0,5,22,3,3,3,3,60,30,1,1980,-1,1,1,1,1,2,2,2
1,58,1,3,9,1,1,3,4,60,15,1,1973,-1,0,1,1,1,1,1,1
1,68,1,3,13,1,1,2,2,70,0,1,1950,-1,1,0,1,1,1,1,1
1,41,0,3,6,2,6,3,6,50,100,1,1980,-1,0,1,1,1,3,2,2
1,58,0,3,20,3,3,1,2,70,0,1,1966,-1,1,0,1,1,2,2,1
1,80,1,3,6,1,2,2,5,80,50,1,1950,-1,0,0,0,1,4,3,4
1,35,1,5,21,1,1,3,1,70,0,1,1970,-1,1,1,1,1,1,2,1
2,66,0,3,11,2,6,3,5,0,70,1,1900,-1,1,0,1,1,1,1,1
1,80,0,3,9,3,3,5,3,75,25,1,1900,-1,1,0,1,1,3,3,4
2,34,0,2,5,2,7,2,6,0,100,1,1960,-1,0,0,0,0,3,3,3
2,63,1,2,6,2,7,3,4,0,90,1,1967,-1,0,0,1,1,3,3,3
1,59,0,5,10,1,1,3,1,85,0,1,1970,-1,0,1,1,1,2,2,1
2,37,1,3,1,2,7,5,6,15,75,1,1000,-1,1,0,1,1,2,1,2
2,69,1,3,19,2,6,5,6,0,40,1,1968,-1,1,1,1,1,1,2,1
1,24,0,4,6,1,1,2,1,65,1,1,1900,-1,1,0,1,1,1,1,1
1,62,0,2,20,1,1,2,5,85,30,1,1968,-1,1,0,0,1,2,3,5
1,61,0,4,18,1,1,3,3,100,0,1,2000,-1,0,1,1,1,2,2,2
2,69,0,3,18,2,7,2,6,0,85,1,1974,-1,0,0,1,1,2,2,2
2,72,1,4,10,2,6,3,6,0,70,1,1992,-1,1,1,1,1,2,1,2
2,30,0,3,2,3,5,2,5,70,60,1,1982,-1,0,0,0,0,4,3,2
2,66,0,3,5,3,5,3,6,0,65,1,1990,-1,1,1,1,1,2,2,2
1,54,1,4,17,3,5,4,4,40,50,1,1962,-1,1,1,0,1,2,3,2
1,39,0,5,17,3,4,1,4,50,50,1,1990,-1,1,0,0,0,2,2,1
2,22,1,3,4,3,4,3,4,50,50,1,1280,-1,0,1,1,0,2,3,2
1,69,1,5,22,3,4,3,3,60,40,1,1970,-1,1,1,1,1,2,2,2
2,59,0,4,4,2,6,5,5,50,60,1,1987,-1,1,0,0,1,2,2,2
2,50,0,1,10,2,6,2,4,85,100,2,1896,1,0,0,0,1,3,2,2
2,23,1,3,4,3,4,4,4,40,40,1,1896,2,0,0,0,0,3,3,3
1,57,0,5,19,1,1,2,1,87,12,1,1975,-1,0,0,0,1,1,2,2
2,75,0,5,1,2,7,1,6,0,100,1,1900,-1,0,0,1,0,2,1,1
1,36,0,5,20,1,1,3,4,100,0,1,1986,-1,1,1,1,1,3,3,3
2,49,1,2,18,3,5,1,6,10,60,1,1990,-1,0,0,1,1,3,1,1
2,28,1,3,10,2,6,3,6,15,85,1,1976,-1,1,0,0,0,3,3,3
1,28,0,4,7,1,1,3,2,70,30,1,1967,-1,1,0,0,1,2,3,2
1,69,0,3,6,1,1,2,4,85,0,1,1920,-1,0,0,1,1,2,2,2
1,67,0,2,8,1,1,4,3,85,0,1,1956,-1,1,0,0,1,1,2,2
1,80,0,4,20,3,4,1,2,15,15,1,1900,-1,1,0,1,1,3,2,2
2,36,1,3,18,3,5,5,5,0,60,1,1981,-1,0,0,1,1,2,2,2
1,41,0,5,1,1,1,2,4,78,0,1,1978,-1,1,1,0,0,2,2,4
1,29,0,2,1,1,1,2,4,85,0,1,1067,-1,0,0,0,0,2,2,3
1,74,1,5,15,3,4,2,5,60,40,1,1962,-1,1,1,1,1,1,1,1
1,56,0,3,5,1,1,1,4,-9,-9,1,1969,-1,0,1,0,1,2,2,4
1,61,0,3,7,1,2,3,4,100,0,1,1845,-1,0,0,0,1,3,3,2
2,24,0,4,7,1,2,4,2,70,30,1,1962,-1,0,1,1,0,3,3,2
1,53,1,4,11,1,2,5,2,65,0,1,1974,-1,1,0,1,1,1,1,1
1,46,1,3,18,1,2,5,2,60,30,1,1950,-1,0,0,1,1,3,2,2
1,39,1,4,20,1,1,3,2,80,4,1,1981,-1,1,0,1,1,1,1,1
1,79,1,5,20,1,1,1,1,85,5,1,1921,-1,1,1,1,1,1,1,1
1,39,1,3,17,1,2,4,3,40,15,1,1981,-1,0,1,1,1,1,1,2
1,71,0,4,6,3,3,1,2,85,0,1,1965,-1,0,0,1,1,2,1,1
1,23,0,3,22,1,2,3,2,70,30,1,1990,-1,0,0,1,1,1,2,2
1,29,0,4,22,1,1,1,2,80,20,1,1984,-1,0,1,1,1,2,2,2
2,57,1,1,1,3,4,2,4,30,30,2,2000,-1,0,0,0,1,3,2,3
1,59,1,2,20,1,2,4,4,60,40,1,1960,-1,1,0,1,1,3,2,3
2,25,1,2,7,2,7,5,7,30,60,1,1960,-1,0,0,1,1,2,2,2
1,57,1,4,21,1,1,2,2,70,30,1,1962,-1,1,0,1,1,1,1,1
1,66,1,5,17,1,1,1,2,85,0,1,1950,-1,1,1,1,1,2,2,2
1,54,0,4,21,1,1,1,2,85,0,1,2000,-1,1,0,1,1,1,2,2
2,57,1,4,22,2,7,1,6,0,100,1,1000,-1,1,1,1,1,1,1,1
1,40,1,3,17,1,2,4,4,60,30,1,1927,-1,1,1,1,1,3,3,1
1,58,0,4,4,1,1,1,4,30,0,1,1952,-1,0,0,0,1,2,1,2
2,70,1,3,10,2,7,2,6,0,100,1,1900,-1,1,1,1,1,2,2,3
1,58,0,5,20,1,1,2,3,85,40,1,2000,-1,0,1,0,1,1,1,2
1,47,1,4,13,1,1,2,2,60,20,1,1960,-1,1,1,1,1,2,2,2
1,29,1,2,7,1,1,4,4,50,50,1,1999,-1,0,1,0,1,2,2,3
2,74,1,4,11,2,7,1,7,9,99,1,1956,-1,1,1,1,1,1,1,1
1,73,1,5,18,3,3,3,4,75,50,1,1932,-1,0,0,1,1,3,1,2
2,69,0,3,4,3,5,1,7,0,100,1,1975,-1,0,0,1,1,3,3,3
2,52,0,5,17,3,5,3,6,15,85,1,1967,-1,1,0,1,1,2,2,2
2,41,0,4,16,2,7,4,6,0,70,1,1973,-1,0,0,0,0,2,2,2
1,50,1,3,1,3,4,4,5,15,15,1,1972,-1,1,0,1,1,3,3,2
2,43,0,5,21,2,6,4,5,25,75,1,1970,-1,0,1,1,1,2,2,2
1,36,0,4,22,1,2,3,2,80,15,1,1950,-1,0,1,1,1,2,2,2
1,80,1,5,13,3,3,2,3,70,30,1,1896,2,1,1,1,1,1,1,2
1,50,0,4,21,2,6,5,4,30,30,1,1920,-1,0,0,1,1,3,3,3
2,53,0,2,10,3,4,3,4,50,50,1,1967,-1,0,1,0,0,2,2,2
1,36,0,3,6,1,1,2,2,85,50,1,1976,-1,1,0,0,0,1,2,2
2,64,1,2,11,2,6,3,6,0,70,1,1971,-1,0,1,1,1,3,3,2
2,66,1,4,21,2,7,3,6,30,85,1,1954,-1,1,1,1,1,2,2,3
1,68,1,5,19,1,1,1,2,85,15,1,2000,-1,1,0,1,1,1,2,1
2,80,1,3,10,2,7,1,7,0,100,1,1965,-1,0,0,1,1,2,1,2
1,31,0,4,18,1,2,4,3,85,0,1,1976,-1,1,0,1,1,3,2,2
1,28,0,4,7,1,2,3,2,70,30,1,1972,-1,0,0,1,1,2,2,3
2,74,0,3,8,2,7,2,5,15,100,1,1900,-1,1,0,0,1,2,1,2
1,56,0,3,1,1,1,1,7,85,50,2,1990,-1,0,0,0,0,2,2,2
1,63,0,3,17,1,1,3,2,85,15,1,1952,-1,1,0,1,1,2,1,2
2,38,1,3,4,2,7,1,7,0,100,1,1968,-1,0,0,1,1,1,2,2
2,53,1,4,17,2,7,3,6,5,70,1,1956,-1,1,1,1,1,1,1,1
1,58,0,4,22,3,3,1,2,70,30,1,1888,-1,1,0,1,1,3,3,3
2,51,1,3,11,3,5,5,7,10,60,1,1999,-1,1,1,1,1,1,2,1
1,38,0,5,21,1,2,5,3,50,50,1,1965,-1,0,0,0,1,3,3,4
1,72,0,3,1,1,1,3,4,100,15,1,1960,-1,0,1,1,1,1,1,1
2,76,1,4,10,2,6,2,6,15,70,1,1950,-1,1,1,1,1,1,1,1
1,51,0,4,21,3,3,2,3,50,50,1,1960,-1,1,1,1,1,3,3,4
1,71,1,4,20,3,3,1,3,60,10,1,1900,-1,1,1,1,1,1,2,1
2,21,1,4,22,2,7,3,6,0,85,1,1972,-1,0,0,1,1,2,2,2
1,79,0,4,14,1,2,4,4,60,30,1,1986,-1,0,1,0,1,2,2,2
1,74,0,2,11,3,5,3,4,40,70,1,1972,-1,0,0,1,1,4,3,4
2,30,0,5,15,2,6,3,6,0,70,1,1972,-1,1,1,1,1,2,3,3
2,74,1,5,16,3,5,5,5,15,60,1,1995,-1,1,1,1,1,2,1,2
1,66,0,3,6,3,3,3,2,70,0,1,1900,-1,1,0,1,1,2,2,2
1,79,0,5,14,3,3,4,2,70,15,1,1945,-1,1,0,1,1,1,2,1
2,63,0,3,18,3,5,2,5,0,70,1,1970,-1,1,1,1,1,2,2,2
2,27,1,4,12,2,7,5,6,0,85,1,1945,-1,1,0,1,1,1,2,2
2,49,0,5,10,2,6,4,4,50,50,1,1964,-1,0,0,1,1,3,3,3
2,32,1,5,15,2,7,5,6,0,100,1,1000,-1,1,0,1,0,2,2,2
1,29,0,3,16,1,1,1,1,85,0,1,1976,-1,0,0,0,0,2,2,2
2,71,0,3,10,2,7,1,7,0,100,1,1900,-1,0,0,1,1,2,3,2
2,59,1,2,20,3,5,1,4,0,60,1,1980,-1,1,0,0,1,2,2,2
1,38,0,4,11,3,3,3,3,70,40,1,1950,-1,1,0,0,1,2,2,2
2,60,1,3,2,3,5,5,4,30,40,1,1970,-1,0,1,1,1,3,2,3
2,71,0,5,19,2,7,3,5,0,100,1,1800,-1,0,1,1,1,2,2,2
2,42,1,3,18,2,7,3,6,0,60,1,1987,-1,0,0,1,1,1,1,2
1,80,1,4,18,1,1,2,4,70,40,1,1967,-1,1,0,1,1,4,3,3
1,52,0,4,22,1,1,2,2,80,0,1,1954,-1,1,1,0,1,2,2,2
2,69,1,2,17,2,7,3,7,15,85,1,1980,-1,0,0,1,1,3,3,3
2,60,1,3,1,1,2,3,3,50,50,1,1980,-1,0,0,1,0,2,3,2
2,69,0,3,17,3,5,2,4,15,85,1,1996,-1,0,1,1,1,1,1,2
2,33,0,4,14,2,7,5,6,0,40,1,1967,-1,1,0,1,1,2,2,1
1,65,0,4,7,1,1,3,3,85,0,1,1942,-1,1,1,1,1,1,1,1
1,73,0,3,7,3,3,2,2,60,30,1,1998,-1,0,0,0,0,2,1,1
2,23,0,3,9,3,5,3,5,40,70,1,1986,-1,0,0,1,0,3,3,3
1,66,1,3,6,3,3,2,3,70,2,1,1976,-1,1,1,1,1,2,3,2
1,65,0,5,20,1,2,3,2,80,15,1,1980,-1,1,1,1,1,2,2,2
1,67,0,3,3,3,3,3,4,70,30,1,1999,-1,0,0,0,1,2,2,2
2,59,1,3,11,2,7,5,6,0,95,1,1900,-1,0,0,1,1,1,1,1
1,38,1,5,19,1,1,2,2,85,0,1,1936,-1,1,0,1,1,1,2,1
2,43,0,4,19,2,7,5,7,0,70,1,1984,-1,0,0,1,1,1,1,1
1,65,1,4,2,1,1,1,1,100,50,1,1925,-1,1,0,0,1,2,1,1
1,76,0,1,5,1,2,3,4,85,0,1,1975,-1,1,1,1,1,3,3,2
1,39,1,3,20,1,1,4,2,75,5,1,1950,-1,1,1,1,1,2,2,1
2,36,0,4,20,2,7,3,6,95,-9,1,1980,-1,1,1,1,1,2,2,2
2,28,1,4,19,2,6,4,6,10,70,1,1950,-1,0,0,1,1,2,2,2
1,62,0,3,22,1,1,4,4,60,15,1,1977,-1,0,0,0,1,2,2,2
1,59,1,5,19,3,5,1,4,50,0,1,1920,-1,1,1,1,1,1,1,1
1,44,0,5,15,1,2,5,2,85,40,1,1972,-1,0,0,1,1,2,3,3
1,80,0,5,6,1,2,4,2,75,15,1,1980,-1,0,0,1,1,2,2,2
2,59,1,2,13,2,7,5,6,15,60,1,1938,-1,0,0,1,1,2,2,2
1,69,1,4,11,3,3,1,3,60,15,1,1915,-1,1,1,1,1,1,1,1
1,39,0,4,22,1,2,3,2,70,40,1,1963,-1,0,0,0,0,2,3,2
2,80,1,3,1,2,7,3,7,0,85,1,1943,-1,1,1,1,1,2,2,1
2,58,1,2,18,2,7,5,6,0,60,1,1962,-1,1,1,1,1,3,2,2
2,62,1,3,7,3,5,3,5,30,85,1,1972,-1,1,0,1,1,2,2,2
2,35,1,5,21,2,7,4,4,45,60,1,1982,-1,1,1,1,1,2,2,2
1,43,1,4,8,1,1,1,4,70,40,1,1896,1,0,0,1,1,2,2,2
1,43,1,4,17,1,1,2,2,85,0,1,1988,-1,0,1,1,1,1,1,2
1,59,1,3,12,1,1,1,6,100,0,1,1891,-1,0,0,0,1,2,1,1
1,24,0,2,1,1,1,3,4,85,30,2,1956,-1,0,0,1,1,4,2,3
1,55,1,3,15,1,2,3,3,70,30,1,1980,-1,0,1,1,1,3,2,2
1,50,0,3,6,3,4,2,4,60,60,1,1980,-1,1,0,0,0,3,4,3
1,22,0,4,2,3,3,5,3,60,0,1,1987,-1,0,1,1,0,4,3,2
1,78,0,2,1,1,1,1,2,60,15,1,1904,-1,1,0,1,1,4,4,2
1,20,0,2,8,1,2,3,3,60,30,1,1896,2,1,0,0,0,3,2,2
2,42,1,5,22,2,6,4,5,0,70,1,1950,-1,1,0,1,1,2,2,2
2,18,1,1,1,2,7,2,6,0,85,1,1986,-1,1,0,1,1,1,1,1
1,36,1,4,19,1,1,3,2,70,0,1,2000,-1,1,1,1,1,2,2,2
2,57,1,2,1,2,7,5,6,0,70,1,1643,-1,0,0,0,1,3,3,3
1,61,0,3,22,1,2,4,2,65,0,1,2000,-1,0,0,1,1,2,2,2
1,54,1,3,15,2,6,5,4,60,60,1,1955,-1,0,1,1,1,2,3,2
1,39,0,5,5,1,1,4,2,78,9,1,1941,-1,1,1,1,1,1,2,1
2,47,1,4,10,3,5,2,4,30,60,1,1897,-1,0,1,1,1,1,2,2
1,62,0,5,11,1,1,4,1,70,10,1,1990,-1,0,1,1,1,2,2,2
1,45,1,4,21,1,2,5,4,80,10,1,1960,-1,0,1,1,1,1,1,1
2,52,0,2,11,2,7,2,4,15,100,1,1984,-1,0,1,1,1,2,2,3
1,52,1,5,22,3,5,5,4,60,15,1,2000,-1,1,1,1,1,2,1,1
1,70,0,5,21,1,1,3,3,70,15,1,1935,-1,1,1,1,1,2,2,1
1,18,1,2,20,3,3,5,1,25,0,1,2000,-1,1,1,1,1,1,1,2
1,53,0,5,15,1,1,2,2,85,15,1,1960,-1,0,0,1,1,2,2,2
1,39,0,5,17,3,3,5,4,50,50,1,1980,-1,1,0,0,1,2,2,3
1,30,0,2,1,2,7,1,1,100,100,1,1000,-1,0,0,0,1,1,1,1
1,33,1,4,4,1,2,5,2,15,0,1,1995,-1,1,0,1,1,2,2,4
1,37,1,4,17,1,2,5,3,60,30,1,1968,-1,1,1,0,1,2,2,2
2,52,0,4,17,2,7,3,6,0,60,1,1900,-1,1,1,1,1,1,1,1
2,36,1,3,8,2,7,1,7,0,100,1,1990,-1,0,0,1,0,3,3,2
2,51,1,4,12,2,6,5,3,15,60,1,1832,-1,0,0,0,1,2,3,3
2,48,1,5,19,2,7,1,6,40,85,1,1900,-1,1,0,1,0,2,2,2
2,79,1,3,8,2,7,1,7,0,100,1,1985,-1,1,0,1,0,2,3,2
1,72,0,5,11,1,1,2,2,70,0,1,1943,-1,1,1,1,1,1,1,2
2,41,0,3,22,2,6,3,6,0,85,1,1980,-1,0,0,0,0,2,3,4
2,58,0,2,1,3,4,1,6,85,85,1,1000,-1,0,0,1,0,3,3,3
2,69,0,3,13,3,5,3,5,0,60,1,1986,-1,0,0,0,0,2,2,1
1,46,1,5,1,1,2,3,2,85,30,1,1982,-1,0,1,0,1,2,2,2
1,52,1,4,1,3,5,4,4,50,60,1,1900,-1,1,0,1,1,2,2,2
2,55,1,4,20,2,7,5,7,0,30,1,1850,-1,1,1,1,1,1,2,1
1,60,1,3,17,3,3,5,3,80,30,1,1940,-1,1,1,1,1,1,1,1
1,56,0,2,16,1,1,5,4,85,30,1,1973,-1,1,1,1,1,1,1,1
1,69,1,4,2,3,3,3,2,50,0,1,1950,-1,0,1,1,1,1,1,1
1,65,1,5,22,1,1,4,4,85,0,1,1950,-1,0,1,1,1,1,2,2
1,29,1,3,19,3,5,3,5,40,35,1,1900,-1,1,0,0,1,2,3,2
1,35,0,5,19,3,3,2,3,75,15,1,1965,-1,1,0,1,1,1,1,1
1,61,0,3,7,3,3,3,2,60,0,1,1939,-1,1,0,1,1,2,2,2
1,67,0,4,20,1,1,2,2,85,15,1,1970,-1,1,0,1,1,1,1,2
2,53,1,4,22,2,6,4,5,30,70,1,1900,-1,0,1,0,0,3,3,2
1,62,0,4,22,1,2,4,4,60,0,1,1950,-1,1,0,0,1,3,3,3
1,62,0,5,18,1,1,2,2,85,50,1,1968,-1,0,0,1,1,2,2,2
2,55,1,3,1,3,5,5,4,0,85,1,1000,-1,0,1,1,1,2,4,1
2,80,1,4,1,2,7,2,6,0,70,1,2000,-1,1,1,1,1,2,2,2
2,49,0,4,17,2,7,2,5,0,100,1,1983,-1,0,0,1,1,1,2,2
1,70,0,5,10,1,1,2,2,85,0,1,1900,-1,0,1,1,1,2,1,1
1,36,0,5,11,1,1,2,1,70,15,1,1910,-1,1,0,1,1,2,2,2
2,49,1,3,21,2,7,2,7,0,100,1,1950,-1,0,0,1,1,2,2,2
1,38,0,5,19,1,1,2,2,65,10,1,1965,-1,1,1,1,1,2,2,2
1,66,1,3,4,1,1,2,2,85,15,1,1974,-1,0,0,1,1,1,1,2
1,30,0,5,21,3,3,5,4,70,40,1,1990,-1,1,0,1,1,3,3,1
1,26,1,4,10,1,2,4,4,70,0,1,1977,-1,1,1,1,1,1,1,2
1,30,0,5,20,2,6,5,5,60,10,1,1954,-1,0,0,0,1,3,3,3
1,29,1,5,19,3,5,3,4,60,25,1,1900,-1,1,1,1,1,1,2,2
1,18,1,3,11,3,3,4,4,50,50,1,1960,-1,0,0,1,1,2,2,2
1,29,0,5,18,1,1,3,2,60,20,1,1960,-1,0,1,1,1,1,2,2
1,63,1,3,22,1,1,3,4,95,5,1,1976,-1,0,0,1,1,1,1,1
1,48,0,4,12,1,1,3,2,85,0,1,1989,-1,1,0,0,0,2,2,2
2,38,1,3,18,2,6,5,6,15,85,1,1992,-1,1,0,0,1,3,3,2
1,42,0,4,13,3,4,2,4,80,35,1,1980,-1,1,1,1,1,3,3,4
2,49,1,3,5,2,7,1,6,0,70,1,1975,-1,1,0,1,1,2,3,1
2,45,1,5,21,2,6,4,6,0,85,1,1900,-1,1,0,1,1,2,2,2
1,32,0,3,10,3,3,3,2,40,15,1,1984,-1,0,1,1,1,1,2,2
1,65,0,3,12,1,1,4,3,70,30,1,1900,-1,1,0,1,1,1,1,1
1,20,1,4,20,1,2,4,3,65,0,1,1876,-1,0,0,1,1,1,1,2
1,62,1,3,5,1,1,2,2,100,0,1,1958,-1,1,1,1,0,1,2,2
1,65,1,5,10,3,3,1,1,60,0,1,1973,-1,1,0,1,1,1,1,1
1,54,0,4,5,1,1,3,2,85,15,1,1966,-1,0,1,0,1,2,2,2
1,55,1,5,18,1,1,1,1,85,0,1,1875,-1,1,0,1,1,2,2,1
2,71,1,3,12,3,3,2,3,40,60,1,1978,-1,0,0,1,1,2,2,2
1,37,0,4,21,1,1,3,1,80,0,1,1899,-1,0,0,0,0,1,1,3
1,59,1,3,22,3,4,2,5,60,40,1,1920,-1,1,1,1,1,2,2,2
1,40,0,5,11,1,2,5,3,85,40,1,1878,-1,0,0,0,1,2,3,3
2,24,0,3,10,2,7,2,6,50,60,1,1992,-1,0,0,1,0,2,3,3
2,65,1,3,17,3,5,1,6,0,60,1,1952,-1,1,0,1,1,1,1,1
1,71,1,4,5,1,1,5,2,60,15,1,1950,-1,1,1,1,1,1,1,1
2,73,1,4,8,3,5,5,5,30,70,1,1776,-1,1,0,1,1,2,2,2
2,43,1,3,18,2,7,5,6,40,85,1,1845,-1,0,0,1,1,1,1,2
2,67,0,5,12,3,5,4,4,0,50,1,1978,-1,0,0,1,1,2,3,2
1,74,1,5,12,3,3,4,2,70,15,1,1930,-1,0,1,1,1,1,1,2
1,55,1,5,21,1,1,3,2,75,0,1,1956,-1,1,1,1,1,2,2,2
1,33,1,5,22,1,1,3,3,70,30,1,1976,-1,1,1,1,1,2,2,2
2,72,1,2,7,2,7,5,6,0,70,1,1896,2,0,0,1,1,2,2,2
1,33,1,4,18,1,1,3,2,60,0,1,1982,-1,1,0,1,1,2,2,2
1,19,0,2,18,1,1,1,1,85,15,1,1890,-1,0,0,0,1,2,2,2
1,42,1,4,20,2,6,4,5,50,40,1,1927,-1,1,1,1,1,2,2,1
2,30,0,3,13,2,7,5,6,15,70,1,1943,-1,0,0,1,1,1,2,2
